time,temperature,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
5/26/2017 13:21:09,25.09666443,54.30046844,990.6330566,334.3807135,335.0628393,47.02131719,-30.19951057,-27.35230827,1.657302618,0.370457381,0.233323663,0.922879934,-0.08249262,0.042244654,-0.011056736
5/26/2017 13:21:18,25.17114639,54.42928314,990.6237793,342.9829132,297.2441399,31.73450688,-34.54389191,-25.14471436,1.999977112,0.372639358,0.216085404,0.917031288,-0.084043078,0.038805388,-0.008008629
5/26/2017 13:21:28,25.32011032,53.51108551,990.6455078,347.154885,244.8938272,328.0646343,-33.7022171,-28.39196014,1.389119506,0.299663156,0.187193081,0.93896395,-0.065391809,0.005310304,-0.015269117
5/26/2017 13:21:37,25.46907425,53.5375061,990.6418457,334.0083674,212.5204244,317.9778383,-32.05461884,-32.02073288,0.278698206,0.367305547,0.199575484,0.922636271,-0.070898242,0.032054182,-0.007865045
5/26/2017 13:21:46,25.54355431,53.52099228,990.6459961,314.4410912,179.9270722,318.0210222,-31.54100609,-33.73676682,0.151464224,0.360274643,0.194962442,0.91508168,-0.064756781,-0.043332297,-0.004677566
5/26/2017 13:21:55,25.59941673,53.01235199,990.6374512,300.8387251,134.7156732,336.5889973,-31.21473122,-34.33182526,-0.089818507,0.373124272,0.208558813,0.916543841,-0.064364918,0.03669798,-0.008683067
5/26/2017 13:22:04,25.82286263,53.52429581,990.8483887,301.33849,149.1392842,279.4809011,-31.28645325,-33.75481796,0.524659097,0.401975334,0.221669629,0.909476638,-0.038057812,-0.041342299,0.131996602
5/26/2017 13:22:13,25.86010361,53.21712875,990.8144531,299.2974451,98.31120891,299.8446935,-31.17900467,-33.64390564,1.066755652,0.435917765,0.194719642,0.907039642,-0.070643336,0.056305628,-0.013145753
5/26/2017 13:22:21,25.99044609,52.87363052,990.8061523,301.6719467,74.42838014,301.8184474,-31.23515892,-34.24306488,1.329096556,0.414340079,0.196419194,0.912157297,-0.058929697,0.072413981,-0.008381307
5/26/2017 13:22:31,26.06492805,53.0684967,990.8154297,318.6924058,14.9625983,327.2775472,-30.96282578,-34.43215942,1.719537497,0.437372416,0.176752999,0.907039642,-0.045635968,0.114519373,-0.010630348
5/26/2017 13:22:40,26.23251152,52.47728729,990.828125,318.9428108,358.7943303,320.7784003,-30.36685753,-34.80952835,1.8701334,0.380882531,0.127708897,0.937014401,-0.031263109,-0.050616715,-0.014809878
5/26/2017 13:22:49,26.30699348,52.59288788,990.8105469,325.8105455,224.1511164,95.94194606,-33.39345169,-35.73156738,1.249036193,0.20656392,0.137906194,0.985753715,-0.063845038,-0.112536266,0.017155254
5/26/2017 13:22:58,26.43733788,53.028862,990.817627,339.1564415,197.4818505,80.80476471,-32.20644379,-37.00649643,0.624274671,0.422825664,0.155872837,0.91166991,-0.040303465,0.011764277,-0.008265811
5/26/2017 13:23:07,26.56768036,52.322052,990.8344727,283.5433132,121.1540321,129.1602296,-28.47238922,-37.96689606,0.456764162,0.386701256,0.19860433,0.918249726,-0.06962499,0.154706746,-0.027202632
5/26/2017 13:23:16,26.62354279,52.12718201,990.8251953,289.4810016,242.4587418,332.2378902,-21.22564697,-40.23098373,-2.298401594,0.416522086,0.18209444,0.879014552,-0.070256621,0.042197086,-0.032751434
5/26/2017 13:23:25,26.82836723,52.00167084,990.7675781,276.3376617,343.2066737,208.3075228,-16.22037125,-41.90880585,-4.330303669,0.410703361,0.220698446,0.90143466,-0.042837154,0.008858144,-0.031812578
5/26/2017 13:23:34,26.79112625,51.64826584,990.8027344,27.6377543,211.8797254,273.2482647,-12.98656845,-43.94793701,-7.752110004,0.711093903,-0.068508156,0.730359435,-0.080710799,-0.110260576,0.237579003
5/26/2017 13:23:44,26.9028492,51.8001976,990.8056641,289.5656481,288.6778123,183.3274582,-12.4382143,-44.05082321,-7.88024807,0.320998371,0.298877656,0.912400961,0.014278751,0.200058967,-0.064799294
5/26/2017 13:23:52,27.05181313,51.79689407,990.7993164,301.6330761,170.945797,200.1623992,-12.26688766,-39.42634964,-3.748641729,0.388883233,0.20734486,0.864149034,-0.373315245,-0.105373651,-0.030590847
5/26/2017 13:24:01,27.01457214,51.20898438,990.791748,321.4208171,218.1607127,71.76346572,-7.670211792,-34.80135727,-4.32329464,0.404399782,0.200789452,0.865123808,-0.23434341,-0.009162378,0.123041764
5/26/2017 13:24:11,27.12629509,50.63428497,990.7731934,322.1597855,125.4518877,70.53856009,-3.370202541,-32.91086578,-5.745046616,0.422825664,0.129165649,0.913132071,-0.232205361,-0.000915699,-0.011348592
5/26/2017 13:24:19,27.34973907,50.76309967,990.7536621,351.1158739,70.00619465,142.0117496,-1.512376308,-31.3012352,-7.447851181,0.42234078,0.172139943,0.922636271,-0.008783974,0.103303544,-0.081427895
5/26/2017 13:24:28,27.36836052,50.43941498,990.7487793,341.1493182,64.08381276,176.8259615,-1.239213705,-29.7893734,-9.898845673,0.420886099,0.172139943,0.930434585,0.020806193,0.030988298,0.082694165
5/26/2017 13:24:37,27.46146393,50.24124146,990.7370605,356.8236963,338.8564425,91.18866033,-1.687412977,-26.75842285,-6.797747135,0.400278211,0.022822501,0.941157222,-0.211322606,-0.009328805,-0.314673692
5/26/2017 13:24:47,27.51732445,50.14546204,990.7573242,356.6715859,345.8254228,85.77100209,-0.998400509,-23.0582943,-4.12767601,0.450464517,0.112170175,0.908745527,0.030743327,-0.025706351,-0.00482337
5/26/2017 13:24:56,27.61042786,49.81847382,990.7751465,352.2567853,58.20495965,190.877686,-1.017935514,-19.95102692,-4.522842884,0.567565918,0.178938136,0.93896395,0.146502286,0.141059861,0.142700583
5/26/2017 13:25:05,27.64766693,49.72930145,990.7509766,286.074677,182.6964717,182.6030211,-1.461044312,-18.25663757,-5.008937359,0.384519219,0.133293122,0.882426322,0.457738131,0.041183393,0.263957351
5/26/2017 13:25:14,27.77801132,49.27350616,990.7626953,297.2347416,158.0370536,149.5528932,-3.458406448,-10.95182514,-7.016757965,0.279055268,0.349135697,0.877796054,-0.1401252,0.120932944,0.078586899
5/26/2017 13:25:23,27.85249329,49.08854294,990.8000488,308.5724663,274.9973327,36.50566723,-9.317755699,-10.00353909,2.994123459,0.357850164,0.039089605,0.972594142,0.003981661,0.049946841,0.048042942
5/26/2017 13:25:32,28.00145721,48.92670441,990.8139648,326.2024481,213.2062164,69.45065439,-12.86449242,-5.831395149,13.91773891,0.352031469,0.213171884,1.076896429,0.010010559,0.022770893,0.157132208
5/26/2017 13:25:40,28.0386982,48.56008148,990.8154297,7.057678012,108.4105862,176.4346463,-21.08844948,-7.119713306,14.95870304,0.461859465,0.043459874,1.003299952,-0.086506151,0.178541526,-0.199002236
5/26/2017 13:25:50,28.22490311,48.58320618,990.8491211,5.507344172,355.1568887,95.58332698,-12.86703777,-19.83656311,4.956386089,0.555928469,-0.162827492,0.694779694,-0.245331109,-0.200805798,-0.060335822
5/26/2017 13:25:59,28.15042114,48.35530853,991.1394043,287.0555741,247.8621318,64.94198504,-3.403935909,-23.75195694,-12.7712183,0.70430541,-0.08973603,0.747418225,-0.456385076,-0.142468154,-0.375847727
5/26/2017 13:26:08,28.18766022,47.73436737,991.3000488,1.988050569,109.621927,122.2458378,-3.057358503,-20.16175461,-15.07886124,0.551322043,-0.428899646,0.831493676,-0.451803565,-0.405445635,-0.035901211
5/26/2017 13:26:17,28.37386703,47.98208237,991.4082031,1.476392667,56.02716408,24.22548741,-2.7934618,-26.14953423,-7.959825039,0.581142902,0.036176093,0.828569293,-0.259381026,-0.29121384,-0.221604243
5/26/2017 13:26:26,28.37386703,47.36774826,991.4084473,49.7284251,72.70750032,296.1946745,6.535010338,-29.92980576,-13.96635723,0.576778829,-0.027258525,0.739863634,-0.122852631,0.038958821,-0.273222357
5/26/2017 13:26:35,28.448349,47.42389679,991.4384766,358.3759648,276.3743808,177.0349652,12.26265621,-33.8085556,-15.1114254,0.43664512,0.003156303,0.929459751,-0.15706107,-0.145217046,-0.304681927
5/26/2017 13:26:44,28.634552,48.47420883,991.3300781,340.3869701,234.8859472,169.8915299,13.59767628,-35.88941956,-11.51130104,0.435675293,0.179909304,0.888762414,-0.092003211,0.078334592,0.038285419
5/26/2017 13:26:53,28.65317154,49.25698853,991.4465332,20.00068414,221.8531266,128.52647,8.416049957,-37.60012054,-5.294890881,0.313482583,0.15708679,0.951148808,0.004873995,0.075643435,0.088119663
5/26/2017 13:27:03,28.80213547,50.95136261,991.3867188,21.68713298,152.7325648,5.982060248,7.675177574,-35.44152451,-3.325188637,0.346212775,0.246920049,0.929947197,0.003346831,0.027079646,0.414016277
5/26/2017 13:27:11,28.82075691,52.77454376,991.3933105,19.32363311,199.3780066,33.56178056,10.3302784,-22.88286591,-5.201662064,0.370457381,0.184522361,0.956266463,0.031899981,-0.030975707,0.000371968
5/26/2017 13:27:20,29.02558136,54.22450256,991.4335938,9.07193068,211.2798435,113.1228908,10.31626225,-10.59994507,-5.870392799,0.325362414,0.07696525,0.93896395,0.076198854,-0.085956603,-0.119445629
5/26/2017 13:27:30,29.06282425,55.87263489,991.3620605,59.6696664,209.5745638,45.47728804,10.816576,-11.03489304,-4.95345068,0.43785733,0.110470623,0.879745662,0.031605691,-0.008071288,0.036019586
5/26/2017 13:27:38,29.21178818,58.31015015,991.4919434,354.4463681,189.7955108,255.6793516,12.23221684,-16.96061516,-4.736462116,0.272266775,0.096388653,0.917031288,0.432638735,0.245132357,0.693005145
5/26/2017 13:27:47,29.23040771,59.27128601,991.3896484,352.4548036,324.4279035,147.0563771,12.43225765,-19.05579185,-5.596675396,0.501620591,-0.474973798,0.885350645,0.520908773,0.506277204,0.667654276
5/26/2017 13:27:57,29.47247314,59.766716,991.3693848,45.08974311,28.96337278,280.9462772,13.34923172,-16.48608398,-7.707937717,0.43397817,0.047344554,0.919955611,0.004422188,0.07347922,0.574802756
5/26/2017 13:28:06,29.49109268,61.42475891,991.3359375,297.5840238,25.95470177,38.16587106,14.98375607,-13.68769932,-10.27286434,0.466223508,0.265615076,0.845871806,0.068563037,0.056985859,0.102603897
5/26/2017 13:28:15,29.64005661,61.16713333,991.3208008,27.0189255,307.8059517,205.9737837,5.848162651,-6.342259884,-7.398615837,0.494347215,0.381669939,0.91508168,0.143699467,0.049044613,0.710720241
5/26/2017 13:28:24,29.75178146,61.37851715,991.3549805,42.75194011,160.918287,314.7030426,-1.227382064,-0.416416019,-4.762623787,0.198078319,0.479515314,0.838317156,-0.183724314,0.092110619,-0.593171597
5/26/2017 13:28:33,29.8635025,61.58659744,991.3635254,357.1972293,76.358093,275.6842995,-3.715150833,4.330921173,-4.598348141,0.287298411,0.124067008,0.772031665,-0.143101767,-0.144905105,0.204007536
5/26/2017 13:28:42,30.04970932,61.29264069,991.3937988,10.2022954,350.5831371,274.8285178,0.653396189,3.332922935,-7.250916004,0.364396214,0.164613366,0.958459735,-0.152875617,0.089361727,0.013112137
5/26/2017 13:28:51,30.06832886,60.89960098,991.3498535,295.8452284,300.4825444,191.3486958,7.252160072,-0.265518397,-9.159119606,0.516894698,-0.033530399,0.810292006,-0.163871184,0.028886061,-0.238258898
5/26/2017 13:28:59,30.23591232,61.39503098,991.4155273,9.471123648,261.0106626,82.77305448,11.18432999,-8.45302105,-10.31537056,0.431796193,-0.194910511,0.934333682,-0.109198749,0.389296561,0.165523022
5/26/2017 13:29:09,30.27315331,61.86073303,991.307373,3.034392007,203.3780933,347.0868999,14.19259834,-15.41974068,-10.28478909,0.452404082,0.230895743,0.966257989,0.286641926,0.334013253,0.454767704
5/26/2017 13:29:18,30.40349579,61.3058548,991.3383789,2.554615187,158.2476147,17.51329147,2.631760597,-23.81509781,-3.681478739,0.530471683,-0.20287098,0.754485428,-0.108809352,0.02200307,-0.0648425
5/26/2017 13:29:27,30.47797775,61.52053833,991.3684082,77.16638441,213.2951181,135.857476,-13.17674255,-30.05657196,2.801022768,0.416764528,-0.358220458,0.839779377,-0.101478964,-0.178055286,-0.303690821
5/26/2017 13:29:36,30.55245972,61.27612686,991.3840332,341.7098275,327.741119,164.2415428,-19.62123871,-32.99574661,4.77720499,0.430341482,-0.169823036,0.806880236,0.347201556,-0.050384458,-0.154028833
5/26/2017 13:29:46,30.77590561,61.12749863,991.3972168,324.0731947,95.47658478,123.2886984,-20.10702324,-32.7778244,6.60021019,0.587204039,0.014324762,0.924585879,0.42019996,0.079424411,0.033506807
5/26/2017 13:29:54,30.88762856,60.56931305,991.4143066,18.533037,138.2759913,105.3139013,-20.28145981,-29.40533066,7.854962349,0.385731429,0.135963842,0.851720512,0.027076071,-0.140956983,-0.137053967
5/26/2017 13:30:03,30.98073196,60.31499481,991.1687012,77.99035111,296.5963033,296.8477363,-19.92076683,-28.47571754,8.95011425,0.621146441,-0.105415717,0.821014643,0.108321145,0.126907438,-0.146827817
5/26/2017 13:30:12,31.14831543,60.86326599,991.3376465,319.795034,240.6751882,204.8882891,-19.48942757,-25.52994347,9.363218308,0.452888966,0.152716532,0.872434676,-0.118004426,0.398437023,-0.225324005
5/26/2017 13:30:22,31.22279739,60.39096069,991.4123535,344.811372,247.9133719,155.0211016,-21.330616,-19.68451691,9.685608864,0.46258682,0.145918339,0.888031304,-0.1350687,-0.007122777,0.023744479
5/26/2017 13:30:30,31.33452034,60.5362854,991.2900391,344.5913374,253.0737437,155.6068313,-22.11227417,-15.25856876,9.280656815,0.498711258,0.157329574,0.830518842,-0.016003635,0.028253999,0.087031841
5/26/2017 13:30:39,31.39038086,60.43719864,991.3149414,16.89910549,240.70158,134.4320701,-23.26688004,-13.36222935,8.613732338,0.433250874,0.129165649,0.900216103,-0.034913868,0.007117901,0.017686155
5/26/2017 13:30:49,31.50210571,59.43312836,991.3029785,7.212868448,247.9548311,44.03136431,-23.72237015,-13.27005672,8.538921356,0.428401947,0.041031945,0.913375795,-0.025445454,0.157696187,0.092517152
5/26/2017 13:30:57,31.61382675,59.60817719,991.2727051,330.0415267,190.406922,148.338144,-21.34122849,-14.46086884,8.659599304,0.600053668,0.417360425,0.593158126,-0.18640846,-0.231424972,-0.16648972
5/26/2017 13:31:06,31.65106773,59.72047424,991.40625,301.013011,162.1104145,66.05900101,-15.28907681,-16.52840042,8.438434601,0.690970898,-0.14401187,0.705746055,-0.132346869,0.080421731,0.116646327
5/26/2017 13:31:16,31.93037415,59.50909424,991.2470703,321.5018744,66.78883404,53.39623669,-13.88150024,-18.2708931,8.204282761,0.57556659,-0.202629745,0.812485278,-0.252992749,-0.053052325,-0.057755701
5/26/2017 13:31:25,32.02347565,58.66025543,991.3029785,345.4455823,18.15449767,74.11690985,-17.92190552,-14.80859947,8.145944595,0.518591821,0.305675834,0.849039853,-0.16991508,0.086224943,0.194226205
5/26/2017 13:31:34,32.15382004,59.14907837,991.3840332,16.31218392,296.7082638,118.651082,-18.43532753,-19.85363388,8.013319969,0.376518518,0.060455348,0.906552255,-0.233750492,0.045907844,0.182925195
5/26/2017 13:31:43,32.228302,59.04338837,991.4038086,25.0769849,234.5189611,6.395597467,-18.5660038,-17.06210899,7.327225685,0.451676756,0.114355303,0.906308532,0.015787948,0.225807667,-0.009191915
5/26/2017 13:31:52,32.35864639,58.96411896,991.425293,41.39328913,144.2382137,262.2621445,-18.21371269,-7.050541401,6.001216412,0.435432851,0.15101698,0.85635072,-0.049642343,-0.012521181,0.087058343
5/26/2017 13:32:01,32.45174789,58.61401367,991.4545898,354.6612467,194.3248551,142.8563435,-19.00162315,-2.685145378,5.313161373,0.365366012,0.188407034,0.945056379,0.10374403,-0.146844834,0.085895479
5/26/2017 13:32:10,32.58209229,58.75603867,991.4382324,1.701566395,220.7810328,8.0618584,-5.978229046,-8.84089756,-0.642757535,0.498226315,0.00849774,0.939451396,0.086945236,0.307028055,0.748073399
5/26/2017 13:32:18,32.58209229,58.17803955,991.3986816,350.2095274,136.8970854,94.53346543,-6.905944824,-15.00997162,1.384292603,0.459192574,0.034233753,0.882182598,-0.264302284,-0.013065338,-0.083925061
5/26/2017 13:32:28,32.74967575,58.07234573,991.348877,14.75767555,227.1600743,324.5351033,-14.07752037,-25.29107285,5.392816067,0.366820693,0.050015271,0.845871806,0.398791939,-0.070181243,0.544349849
5/26/2017 13:32:37,32.74967575,57.96334839,991.5178223,341.5233223,321.4779038,310.3277874,-16.15799904,-30.04214668,6.315060616,0.324635088,0.123338632,0.872678399,0.095802777,0.036109313,-0.072929487
5/26/2017 13:32:46,32.88002014,57.99637985,991.4350586,313.450041,73.55742857,95.68676337,-17.87737656,-28.82747078,8.368413925,0.152983367,0.19860433,0.591695905,-0.200161427,0.150646538,-0.240917414
5/26/2017 13:32:55,32.99174118,57.95674515,991.404541,322.3399454,26.28514462,85.73166703,-15.42329311,-30.40177536,8.698784828,0.430583954,0.149317428,0.901190937,-0.044085365,0.09465383,-0.045627922
5/26/2017 13:33:05,33.12208557,57.41177368,991.4296875,13.9883589,13.75026107,76.16093276,-13.81715584,-31.22432899,8.766657829,0.413370311,0.17942372,0.979417682,0.071979031,0.320674002,0.143740311
5/26/2017 13:33:13,33.23380661,57.75196838,991.4289551,352.7645066,2.076016575,49.61454877,-12.93374825,-31.40313339,8.913752556,0.285358846,0.193505675,0.967232823,0.07618349,-0.1039536,-0.023107445
5/26/2017 13:33:22,33.32691193,56.88331223,991.454834,349.5502007,306.004544,340.4157883,-15.30076027,-31.13751793,9.783773422,0.343788326,0.086919747,0.917762339,-0.180379912,0.084192887,-0.120235018
5/26/2017 13:33:31,33.364151,56.62568665,991.4672852,337.945408,108.5675781,132.2290882,-16.65521622,-30.66885757,9.748513222,0.275176108,0.218756109,0.823695302,-0.239328399,-0.419160068,-0.599458754
5/26/2017 13:33:41,33.56897736,56.54972076,991.4863281,326.8613701,74.20314099,174.4227184,-10.48446083,-30.06858444,7.330372334,0.545988202,0.282610536,0.790552557,-0.134189919,0.042365812,-0.008009552
5/26/2017 13:33:49,33.4572525,56.09392548,991.4829102,338.0504068,247.0610531,323.8130567,-4.162638664,-30.88685226,5.071036339,0.478345782,0.235751584,0.83588016,-0.129608437,-0.071865991,0.418374389
5/26/2017 13:33:58,33.66207886,56.06420136,991.395752,60.65048157,107.8979941,116.1258381,-6.793087959,-32.5148735,4.901938438,0.355668157,0.225554302,0.93214041,0.004476491,0.11505878,0.108054847
5/26/2017 13:34:08,33.68069839,55.57207489,991.310791,353.9078252,201.110812,69.39010476,-9.883225441,-35.20637894,5.328257561,0.361486852,0.082549475,0.896804452,-0.071270809,-0.070338823,-0.35681361
5/26/2017 13:34:16,33.81104279,55.73061371,991.3581543,44.53138539,162.2575231,163.8520171,-8.88452816,-36.22006989,5.055640697,0.379912764,0.372201025,0.868779302,0.104658395,0.054277688,0.440365553
5/26/2017 13:34:25,33.82966232,55.34748077,991.2980957,327.087586,148.3546458,81.13344024,-9.762640953,-36.89424896,6.05523634,0.406824261,0.011168458,0.995745361,-0.059393097,0.090127736,-0.100405619
5/26/2017 13:34:35,33.96000671,55.36399078,991.4301758,334.1656598,102.1337379,107.1896694,-13.06456947,-32.99369431,7.070971966,0.464283943,0.069924265,0.870972574,-0.101085991,-0.020488519,0.000712252
5/26/2017 13:34:44,34.09034729,55.37059784,991.4938965,60.03719205,350.8018039,347.8227554,-18.02388,-26.07349777,9.098945618,0.493862331,0.113869719,0.905333817,0.000317641,-0.064776249,-0.336485356
5/26/2017 13:34:53,34.16483307,55.13939667,991.4094238,348.9867853,77.54545308,108.3785731,-18.19281197,-28.39044952,8.325900078,0.495801896,0.040546361,0.895098507,-0.088257819,0.070224971,0.1351026
5/26/2017 13:35:02,34.22069168,54.92471313,991.4467773,345.0678404,359.1638796,248.1057441,-15.21127319,-31.58823776,7.514379978,0.543806195,0.07016705,0.896317005,-0.088563249,0.285249531,0.501316309
5/26/2017 13:35:11,34.18345261,54.54488373,991.411377,304.995889,19.56915621,111.1938131,-16.98912621,-30.18027115,7.838716984,0.407794029,0.18209444,1.090055943,-0.29350853,-0.117005229,-0.390241504
5/26/2017 13:35:20,34.38827515,54.42597961,991.427002,24.44174828,306.036458,14.55097183,-18.57211304,-30.70563889,7.440359592,0.342818528,0.169469222,1.005493283,-0.41415444,0.134060383,-0.584496677
5/26/2017 13:35:29,34.29517365,54.0725708,991.4863281,10.01005716,344.567722,151.842113,-18.01839828,-31.08344078,7.936758041,0.519561589,0.123095833,0.850014567,0.116687469,-0.214132801,0.234673634
5/26/2017 13:35:37,34.5,53.72907257,991.4584961,344.3702988,307.1062706,101.703033,-18.22428703,-30.01998329,8.118405342,0.361486852,0.180394888,0.914350629,-0.032512993,0.031558242,-0.048331097
5/26/2017 13:35:47,34.5931015,54.2013855,991.3989258,45.40319756,67.39388635,234.9581013,-18.81764603,-30.34931946,8.174785614,0.255780458,0.105129182,0.961871505,0.04262343,0.288427085,0.498393297
5/26/2017 13:35:56,34.63034058,53.92724609,991.53125,47.04771246,250.2500411,42.60815097,-19.44674873,-28.61039925,8.754776001,0.395186841,0.174325064,0.916543841,-0.063667119,0.094171941,-0.38003093
5/26/2017 13:36:05,34.5931015,53.69604492,991.4335938,22.23164932,165.8733433,119.835669,-21.85240555,-23.91453552,9.052106857,0.344030738,0.260516435,0.865854919,-0.643989146,-0.249439761,-0.432565331
5/26/2017 13:36:14,34.76068497,53.02225876,991.4658203,325.224167,200.306366,84.43929961,-23.5639286,-19.02084541,8.175102234,0.313725024,0.181123272,0.852695286,-0.004582852,0.078108117,0.172513321
5/26/2017 13:36:24,34.83516693,53.17419052,991.545166,346.7319067,224.3889436,328.6019038,-11.62949467,-10.58716774,1.654397368,0.513742864,0.041760322,0.907039642,-0.036042415,0.109262243,0.301711291
5/26/2017 13:36:33,34.87240982,53.34924316,991.4616699,10.69405707,209.4308976,200.3578519,1.035471797,-17.55791664,-3.365350962,0.311300546,0.110227831,0.817602932,-0.161880657,0.039623599,0.12975274
5/26/2017 13:36:41,35.00275421,52.86372375,991.5024414,341.9459829,240.1172164,77.51057131,1.959363341,-27.46185493,-1.586271048,0.363911301,0.125038177,0.848552465,0.047340691,0.270530671,0.285523385
5/26/2017 13:36:50,35.09585571,52.61270142,991.3977051,14.59636697,185.0282437,344.5140726,3.829357386,-29.36633873,-1.732769251,0.333120674,0.166070119,0.953585804,-0.203419477,0.152633667,0.520095646
5/26/2017 13:37:00,35.18895721,52.17672729,991.4819336,331.6133599,60.82310094,318.8061012,0.835181057,-31.74715042,-0.376676261,0.26766029,0.151745364,0.978199124,-0.230297565,-0.073386475,0.128531024
5/26/2017 13:37:08,35.33792114,52.70188141,991.3981934,315.7385778,350.4381313,55.2278168,-3.949515104,-32.65847778,2.563414812,0.299420685,0.29135111,0.962358892,-0.105681047,-0.056282245,0.123644091
5/26/2017 13:37:17,35.33792114,52.03139877,991.440918,336.4564711,222.8090389,146.2281073,-3.248476505,-33.96260834,2.061529875,0.37554872,0.086191364,0.897779167,-0.207695544,-0.09904281,0.159379721
5/26/2017 13:37:27,35.43102264,52.09745789,991.473877,56.20713615,208.0365555,17.46831296,-0.330807596,-36.64526749,-0.413540751,0.3040272,0.108042702,0.945056379,0.180203885,0.248539507,0.325229615
5/26/2017 13:37:35,35.5427475,51.20898438,991.5014648,328.6530517,169.8810524,81.43030076,1.115638852,-38.0671196,-1.308780193,0.449009836,0.094203517,0.893880069,-0.20891729,0.232351601,-0.389177293
5/26/2017 13:37:44,35.635849,51.4467926,991.5234375,25.59324816,240.8854487,346.3377502,0.338934362,-38.30210114,-0.834744453,0.353001267,0.091775589,0.936770737,0.172568068,0.021603074,0.439766854
5/26/2017 13:37:54,35.69171143,51.18916702,991.4165039,305.9622105,223.4637808,268.7073022,-3.027500868,-37.73137283,1.352952838,0.272024333,0.06021256,0.875846446,-0.142027527,0.2577025,0.018880703
5/26/2017 13:38:03,35.69171143,51.08016968,991.5083008,315.9982036,113.4914888,323.2819002,-5.352979183,-38.20171738,2.202100992,0.323665291,0.036661681,0.963333607,-0.128893927,0.020686779,0.092795394
5/26/2017 13:38:12,35.822052,50.88860321,991.4072266,37.80004272,99.53090994,272.7116031,-5.150177002,-39.96159363,1.150940776,0.336030036,-0.027258525,0.916300178,-0.021381646,-0.219994128,-0.375432819
5/26/2017 13:38:21,35.93377686,51.41376495,991.4648438,332.3909496,21.54763491,274.481428,0.744047344,-37.97621155,-1.989016414,0.459192574,0.049044099,0.962358892,-0.073916063,-0.201362744,0.27391693
5/26/2017 13:38:30,36.02687836,50.38326645,991.4614258,47.12061107,302.0444447,278.5673155,7.441263676,-35.03800201,-5.257475853,0.439069539,0.039089605,0.910207748,-0.133475423,0.230824411,0.073858574
5/26/2017 13:38:39,36.08274078,50.90181732,991.5004883,327.9961617,280.5793731,259.5137515,11.57731628,-32.81016922,-7.571429729,0.521743655,0.041760322,1.023770452,-0.19395107,-0.00099894,-0.218745872
5/26/2017 13:38:48,36.1385994,50.23794174,991.4628906,322.9359614,255.5164174,237.3922851,14.18327141,-31.15121078,-9.189660072,0.459677458,0.036176093,0.904115319,-0.139278635,0.0704723,-0.037624329
5/26/2017 13:38:57,36.15721893,50.03316498,991.5068359,42.56921889,293.3039814,243.6216225,15.2965107,-30.42439079,-9.436425209,0.45604077,0.047830135,0.940669835,0.066064507,0.025444187,0.181625903
5/26/2017 13:39:06,36.39928436,50.13224792,991.5202637,60.89940098,203.439524,158.4217299,12.68976784,-32.7612114,-8.109663963,0.426704824,0.040789153,0.906552255,-0.038345568,0.100477733,0.030530842
